,국가별수출입 실적,국가명,수출건수,수출금액
640,2021.04,네덜란드 열도,                   9,                  49
641,2021.05,네덜란드 열도,                  12,                  54
642,2021.06,네덜란드 열도,                   8,                 112
643,2021.07,네덜란드 열도,                   8,                  38
644,2021.08,네덜란드 열도,                  10,                 132
645,2021.09,네덜란드 열도,                  12,                  43
646,2021.10,네덜란드 열도,                  10,                 118
647,2021.11,네덜란드 열도,                  15,                  87
648,2021.12,네덜란드 열도,                   7,                  39
649,2022.01,네덜란드 열도,                  10,                 101
650,2022.02,네덜란드 열도,                   9,                  37
651,2022.03,네덜란드 열도,                  21,                 117
652,2022.04,네덜란드 열도,                   8,                  77
653,2022.05,네덜란드 열도,                  11,                  38
654,2022.06,네덜란드 열도,                   5,                  68
655,2022.07,네덜란드 열도,                   6,                  54
656,2020.01,네팔,                 143,"               2,538"
657,2020.02,네팔,                 142,"               3,485"
658,2020.03,네팔,                  96,"               6,883"
659,2020.04,네팔,                  28,"               2,576"
660,2020.05,네팔,                  18,"               2,411"
661,2020.06,네팔,                  57,"               4,342"
662,2020.07,네팔,                 108,"              13,967"
663,2020.08,네팔,                  76,"               2,320"
664,2020.09,네팔,                 108,"               4,891"
